CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,StreetAddr,City,State,ZIP,RegionType,Date,Month,DayOfWeek,Hour,Quarter,Year
698894,A,1,57.82874519,2023-05-05 15:25:00,Debit Card,"Unit 0528 Box 9401, DPO AA 47104",Electronics,4.935633043,54.97453054,Unit 0528 Box 9401,Unit 0528 Box 9401,AA,47104,Military/Abroad,2023-05-05,May,Friday,15,2023Q2,2023
18480,D,8,89.29944316,2023-11-26 07:26:00,PayPal,"PSC 7593, Box 8902, APO AP 53370",Electronics,16.04283686,599.7862334,PSC 7593,Box 8902,AP,53370,Military/Abroad,2023-11-26,November,Sunday,7,2023Q4,2023
660709,B,5,49.81007567,2023-08-07 09:24:00,Cash,"USNS Salas, FPO AP 38518",Clothing,0.293936867,248.3183275,USNS Salas,USNS Salas,AP,38518,Military/Abroad,2023-08-07,August,Monday,9,2023Q3,2023
35719,D,3,63.63104219,2023-10-31 15:43:00,Debit Card,"PSC 9260, Box 1027, APO AA 89991",Home Decor,7.05097636,177.4332973,PSC 9260,Box 1027,AA,89991,Military/Abroad,2023-10-31,October,Tuesday,15,2023Q4,2023
915921,B,2,29.13586716,2023-10-09 12:18:00,Cash,"Unit 2596 Box 0447, DPO AE 48581",Electronics,18.35420136,47.57642286,Unit 2596 Box 0447,Unit 2596 Box 0447,AE,48581,Military/Abroad,2023-10-09,October,Monday,12,2023Q4,2023
685894,C,1,57.63469831,2024-01-09 15:47:00,PayPal,"PSC 3879, Box 5923, APO AA 55513",Clothing,1.472141002,56.78623428,PSC 3879,Box 5923,AA,55513,Military/Abroad,2024-01-09,January,Tuesday,15,2024Q1,2024
826737,D,8,66.71188218,2023-09-03 21:20:00,Cash,"USNV Clark, FPO AP 21694",Clothing,16.24405567,447.0013352,USNV Clark,USNV Clark,AP,21694,Military/Abroad,2023-09-03,September,Sunday,21,2023Q3,2023
74866,D,3,88.89557931,2023-08-30 07:22:00,Debit Card,"USNV Anderson, FPO AE 40122",Clothing,2.923511903,258.8901194,USNV Anderson,USNV Anderson,AE,40122,Military/Abroad,2023-08-30,August,Wednesday,7,2023Q3,2023
242497,D,9,79.01872612,2023-10-23 05:21:00,Credit Card,"Unit 6248 Box 6518, DPO AP 50440",Electronics,15.68470542,599.6238453,Unit 6248 Box 6518,Unit 6248 Box 6518,AP,50440,Military/Abroad,2023-10-23,October,Monday,5,2023Q4,2023
998102,A,3,14.88677121,2023-12-30 23:49:00,Credit Card,"PSC 5955, Box 7831, APO AA 40717",Electronics,3.190350194,43.23549324,PSC 5955,Box 7831,AA,40717,Military/Abroad,2023-12-30,December,Saturday,23,2023Q4,2023
301819,B,8,24.322844,2024-01-29 18:19:00,Debit Card,"Unit 1784 Box 1903, DPO AP 40558",Home Decor,6.0404712,182.8290369,Unit 1784 Box 1903,Unit 1784 Box 1903,AP,40558,Military/Abroad,2024-01-29,January,Monday,18,2024Q1,2024
957035,D,7,63.84246439,2023-07-01 03:20:00,Cash,"USS Knight, FPO AP 26782",Books,10.21685067,401.238426,USS Knight,USS Knight,AP,26782,Military/Abroad,2023-07-01,July,Saturday,3,2023Q3,2023
636402,C,2,34.93559312,2024-02-14 12:43:00,Credit Card,"USCGC Brown, FPO AA 86211",Home Decor,13.25839048,60.60739154,USCGC Brown,USCGC Brown,AA,86211,Military/Abroad,2024-02-14,February,Wednesday,12,2024Q1,2024
470268,B,4,96.69113336,2023-12-18 23:09:00,PayPal,"USS Morgan, FPO AE 46330",Books,4.217150108,370.4540925,USS Morgan,USS Morgan,AE,46330,Military/Abroad,2023-12-18,December,Monday,23,2023Q4,2023
366692,C,7,96.61496285,2023-11-20 02:27:00,Credit Card,"USNS Wilson, FPO AA 80735",Books,15.25447634,573.1379934,USNS Wilson,USNS Wilson,AA,80735,Military/Abroad,2023-11-20,November,Monday,2,2023Q4,2023
414331,A,4,61.72282586,2023-07-12 06:31:00,Debit Card,"Unit 8661 Box 0206, DPO AA 94280",Clothing,7.810161638,227.6086936,Unit 8661 Box 0206,Unit 8661 Box 0206,AA,94280,Military/Abroad,2023-07-12,July,Wednesday,6,2023Q3,2023
829147,A,6,43.36273065,2023-05-22 10:44:00,Cash,"PSC 8766, Box 6399, APO AA 02653",Home Decor,8.103830115,239.0921318,PSC 8766,Box 6399,AA,02653,Military/Abroad,2023-05-22,May,Monday,10,2023Q2,2023
912750,A,2,76.15592879,2024-04-11 06:45:00,Cash,"USNS Mayo, FPO AP 65734",Electronics,9.531496562,137.7942581,USNS Mayo,USNS Mayo,AP,65734,Military/Abroad,2024-04-11,April,Thursday,6,2024Q2,2024
245964,B,2,14.33959931,2024-04-22 08:09:00,PayPal,"PSC 1741, Box 5797, APO AA 44342",Home Decor,9.817417495,25.86364195,PSC 1741,Box 5797,AA,44342,Military/Abroad,2024-04-22,April,Monday,8,2024Q2,2024
767689,D,1,94.52179097,2024-01-27 16:08:00,Debit Card,"PSC 8624, Box 3429, APO AA 98697",Clothing,8.950501264,86.06161687,PSC 8624,Box 3429,AA,98697,Military/Abroad,2024-01-27,January,Saturday,16,2024Q1,2024
511396,D,4,93.51281187,2023-06-15 05:54:00,PayPal,"Unit 9999 Box 0761, DPO AE 02129",Home Decor,8.792118411,341.1642189,Unit 9999 Box 0761,Unit 9999 Box 0761,AE,02129,Military/Abroad,2023-06-15,June,Thursday,5,2023Q2,2023
383501,C,8,64.45811988,2024-04-07 17:21:00,Cash,"Unit 3863 Box 0600, DPO AE 72120",Home Decor,19.83324765,413.3918506,Unit 3863 Box 0600,Unit 3863 Box 0600,AE,72120,Military/Abroad,2024-04-07,April,Sunday,17,2024Q2,2024
7249,A,9,18.4439918,2024-03-27 03:56:00,PayPal,"USS Rodgers, FPO AA 55972",Clothing,5.195679318,157.3713102,USS Rodgers,USS Rodgers,AA,55972,Military/Abroad,2024-03-27,March,Wednesday,3,2024Q1,2024
15087,D,1,29.20545538,2023-12-22 14:39:00,Credit Card,"PSC 3541, Box 3451, APO AE 87511",Books,0.494518467,29.06102901,PSC 3541,Box 3451,AE,87511,Military/Abroad,2023-12-22,December,Friday,14,2023Q4,2023
475081,B,1,82.35821765,2023-10-28 02:26:00,Cash,"PSC 8163, Box 1224, APO AA 28535",Home Decor,3.767346891,79.2554979,PSC 8163,Box 1224,AA,28535,Military/Abroad,2023-10-28,October,Saturday,2,2023Q4,2023
194025,B,8,28.83985031,2024-01-17 22:15:00,Cash,"USNS Williams, FPO AE 43489",Home Decor,19.62207577,185.4469842,USNS Williams,USNS Williams,AE,43489,Military/Abroad,2024-01-17,January,Wednesday,22,2024Q1,2024
675752,C,3,94.92083453,2023-05-10 10:09:00,Credit Card,"Unit 5470 Box 7573, DPO AA 72076",Electronics,15.85001952,239.6275912,Unit 5470 Box 7573,Unit 5470 Box 7573,AA,72076,Military/Abroad,2023-05-10,May,Wednesday,10,2023Q2,2023
944615,C,1,53.70658329,2023-10-24 02:41:00,PayPal,"Unit 9684 Box 2129, DPO AA 33073",Clothing,9.710316565,48.49150404,Unit 9684 Box 2129,Unit 9684 Box 2129,AA,33073,Military/Abroad,2023-10-24,October,Tuesday,2,2023Q4,2023
578302,B,2,45.33018825,2023-12-12 11:18:00,Debit Card,"Unit 0015 Box 2737, DPO AE 78098",Books,12.91194849,78.95435538,Unit 0015 Box 2737,Unit 0015 Box 2737,AE,78098,Military/Abroad,2023-12-12,December,Tuesday,11,2023Q4,2023
696439,B,4,59.47074755,2023-08-22 15:57:00,Credit Card,"USS Barajas, FPO AE 18496",Clothing,14.1400648,204.2461812,USS Barajas,USS Barajas,AE,18496,Military/Abroad,2023-08-22,August,Tuesday,15,2023Q3,2023
595107,C,8,47.56522815,2023-11-02 10:43:00,Debit Card,"PSC 0557, Box 8975, APO AA 85137",Books,1.627708151,374.3280404,PSC 0557,Box 8975,AA,85137,Military/Abroad,2023-11-02,November,Thursday,10,2023Q4,2023
835949,C,2,89.63211742,2023-07-03 19:20:00,Cash,"USS Garcia, FPO AA 12620",Clothing,9.068017913,163.0085219,USS Garcia,USS Garcia,AA,12620,Military/Abroad,2023-07-03,July,Monday,19,2023Q3,2023
236640,D,2,84.83797031,2023-09-13 07:35:00,Cash,"USS Wilson, FPO AA 56188",Books,0.52686159,168.7819833,USS Wilson,USS Wilson,AA,56188,Military/Abroad,2023-09-13,September,Wednesday,7,2023Q3,2023
792686,C,1,34.44241678,2023-07-15 19:39:00,Credit Card,"PSC 2155, Box 8537, APO AE 97705",Home Decor,11.47856138,30.48892283,PSC 2155,Box 8537,AE,97705,Military/Abroad,2023-07-15,July,Saturday,19,2023Q3,2023
28582,C,6,90.41021384,2023-11-25 07:02:00,Credit Card,"USNV Graham, FPO AP 84876",Books,0.990881884,537.0861325,USNV Graham,USNV Graham,AP,84876,Military/Abroad,2023-11-25,November,Saturday,7,2023Q4,2023
703320,D,3,99.925486,2023-08-09 05:12:00,Debit Card,"Unit 6299 Box 3917, DPO AP 37764",Clothing,7.992820879,275.8158627,Unit 6299 Box 3917,Unit 6299 Box 3917,AP,37764,Military/Abroad,2023-08-09,August,Wednesday,5,2023Q3,2023
275445,A,6,55.72372474,2024-03-08 18:07:00,PayPal,"Unit 1739 Box 3486, DPO AA 40254",Clothing,0.752745614,331.8256011,Unit 1739 Box 3486,Unit 1739 Box 3486,AA,40254,Military/Abroad,2024-03-08,March,Friday,18,2024Q1,2024
758395,D,3,72.72953099,2024-04-28 12:47:00,PayPal,"USNV Benjamin, FPO AA 58823",Books,5.202310349,206.8377452,USNV Benjamin,USNV Benjamin,AA,58823,Military/Abroad,2024-04-28,April,Sunday,12,2024Q2,2024
141767,C,3,27.50409853,2023-07-21 10:02:00,Credit Card,"Unit 8920 Box 9500, DPO AA 07298",Electronics,15.36165915,69.83703798,Unit 8920 Box 9500,Unit 8920 Box 9500,AA,07298,Military/Abroad,2023-07-21,July,Friday,10,2023Q3,2023
175833,C,9,43.31193815,2023-11-14 01:31:00,Cash,"USCGC Chase, FPO AA 40563",Books,18.87580336,316.2281568,USCGC Chase,USCGC Chase,AA,40563,Military/Abroad,2023-11-14,November,Tuesday,1,2023Q4,2023
675651,B,2,20.26369999,2023-08-27 03:51:00,Credit Card,"USNV Morgan, FPO AA 38611",Electronics,2.68795167,39.43804306,USNV Morgan,USNV Morgan,AA,38611,Military/Abroad,2023-08-27,August,Sunday,3,2023Q3,2023
8013,B,3,37.19751679,2023-10-07 03:44:00,Debit Card,"Unit 2910 Box 8124, DPO AA 57549",Clothing,19.42626935,89.91428096,Unit 2910 Box 8124,Unit 2910 Box 8124,AA,57549,Military/Abroad,2023-10-07,October,Saturday,3,2023Q4,2023
40778,A,9,73.97670618,2024-02-27 13:33:00,Debit Card,"PSC 7385, Box 8868, APO AP 19972",Clothing,10.21165006,597.8021744,PSC 7385,Box 8868,AP,19972,Military/Abroad,2024-02-27,February,Tuesday,13,2024Q1,2024
321285,D,1,66.30882013,2023-06-14 02:51:00,PayPal,"USS Wilson, FPO AE 01796",Books,0.960604233,65.6718548,USS Wilson,USS Wilson,AE,01796,Military/Abroad,2023-06-14,June,Wednesday,2,2023Q2,2023
994213,C,1,19.35871376,2023-06-17 10:54:00,Debit Card,"Unit 4099 Box 5171, DPO AA 34672",Home Decor,16.44696567,16.17479275,Unit 4099 Box 5171,Unit 4099 Box 5171,AA,34672,Military/Abroad,2023-06-17,June,Saturday,10,2023Q2,2023
937021,A,4,23.31729321,2023-11-25 13:21:00,Cash,"USNS Martinez, FPO AA 79358",Clothing,9.903368025,84.03238339,USNS Martinez,USNS Martinez,AA,79358,Military/Abroad,2023-11-25,November,Saturday,13,2023Q4,2023
417102,D,8,61.48316933,2023-12-07 03:01:00,Debit Card,"USS Rhodes, FPO AA 25374",Clothing,10.61837559,439.6372439,USS Rhodes,USS Rhodes,AA,25374,Military/Abroad,2023-12-07,December,Thursday,3,2023Q4,2023
957049,A,8,85.11722808,2024-02-02 00:32:00,Cash,"USS White, FPO AE 76077",Books,17.88368099,559.1610763,USS White,USS White,AE,76077,Military/Abroad,2024-02-02,February,Friday,0,2024Q1,2024
345349,A,1,47.93942218,2024-01-04 02:59:00,Credit Card,"Unit 3105 Box 6069, DPO AP 69102",Clothing,18.51229428,39.06473527,Unit 3105 Box 6069,Unit 3105 Box 6069,AP,69102,Military/Abroad,2024-01-04,January,Thursday,2,2024Q1,2024
582376,B,7,55.68754561,2023-12-15 16:25:00,PayPal,"PSC 4389, Box 2518, APO AE 83413",Electronics,4.030894625,374.0998753,PSC 4389,Box 2518,AE,83413,Military/Abroad,2023-12-15,December,Friday,16,2023Q4,2023
67022,A,8,81.01777878,2023-07-31 03:17:00,Debit Card,"PSC 2593, Box 6602, APO AP 05169",Home Decor,3.393580198,626.1470039,PSC 2593,Box 6602,AP,05169,Military/Abroad,2023-07-31,July,Monday,3,2023Q3,2023
33887,D,7,83.04356662,2023-10-06 01:09:00,Debit Card,"Unit 3949 Box 0418, DPO AE 60814",Home Decor,16.8699235,483.2392632,Unit 3949 Box 0418,Unit 3949 Box 0418,AE,60814,Military/Abroad,2023-10-06,October,Friday,1,2023Q4,2023
243226,D,2,73.34219526,2023-09-29 01:44:00,Credit Card,"USNV Gonzalez, FPO AA 24601",Home Decor,15.41172825,124.0777909,USNV Gonzalez,USNV Gonzalez,AA,24601,Military/Abroad,2023-09-29,September,Friday,1,2023Q3,2023
99965,C,4,47.18298095,2023-05-18 23:09:00,PayPal,"PSC 6210, Box 1706, APO AP 29063",Clothing,15.36260367,159.7377864,PSC 6210,Box 1706,AP,29063,Military/Abroad,2023-05-18,May,Thursday,23,2023Q2,2023
759095,B,5,45.04271706,2024-01-06 09:58:00,Credit Card,"USS Moore, FPO AA 67990",Clothing,18.01785531,184.6349274,USS Moore,USS Moore,AA,67990,Military/Abroad,2024-01-06,January,Saturday,9,2024Q1,2024
773897,B,4,67.2579962,2023-12-05 19:31:00,Credit Card,"PSC 0636, Box 5356, APO AE 24172",Clothing,1.072094065,266.1477088,PSC 0636,Box 5356,AE,24172,Military/Abroad,2023-12-05,December,Tuesday,19,2023Q4,2023
437069,D,9,58.75554642,2024-02-28 20:04:00,Cash,"PSC 0396, Box 7168, APO AA 01442",Electronics,13.30701944,458.4324099,PSC 0396,Box 7168,AA,01442,Military/Abroad,2024-02-28,February,Wednesday,20,2024Q1,2024
776499,D,9,26.25738016,2023-10-06 14:24:00,Cash,"PSC 4273, Box 8535, APO AE 22861",Clothing,12.33927891,207.1566791,PSC 4273,Box 8535,AE,22861,Military/Abroad,2023-10-06,October,Friday,14,2023Q4,2023
945283,D,4,86.87170153,2023-06-06 07:36:00,PayPal,"PSC 8620, Box 7131, APO AA 33097",Books,11.70046831,306.8292225,PSC 8620,Box 7131,AA,33097,Military/Abroad,2023-06-06,June,Tuesday,7,2023Q2,2023
668465,A,3,67.457881,2023-08-17 14:40:00,Credit Card,"USCGC James, FPO AP 06273",Clothing,12.6724059,176.7280335,USCGC James,USCGC James,AP,06273,Military/Abroad,2023-08-17,August,Thursday,14,2023Q3,2023
346063,B,3,57.26633474,2024-04-28 08:09:00,Debit Card,"USS Casey, FPO AP 97359",Books,18.63296455,139.7877567,USS Casey,USS Casey,AP,97359,Military/Abroad,2024-04-28,April,Sunday,8,2024Q2,2024
593057,C,3,74.44113589,2023-05-21 07:34:00,PayPal,"USNS Suarez, FPO AA 60700",Electronics,19.96312945,178.7410667,USNS Suarez,USNS Suarez,AA,60700,Military/Abroad,2023-05-21,May,Sunday,7,2023Q2,2023
199432,B,7,64.39310699,2023-12-16 17:54:00,PayPal,"PSC 2099, Box 9973, APO AP 92350",Home Decor,10.97842565,401.2663033,PSC 2099,Box 9973,AP,92350,Military/Abroad,2023-12-16,December,Saturday,17,2023Q4,2023
759730,D,7,34.41731007,2023-07-03 02:42:00,PayPal,"Unit 0427 Box 1302, DPO AP 46604",Home Decor,18.82666977,195.5637373,Unit 0427 Box 1302,Unit 0427 Box 1302,AP,46604,Military/Abroad,2023-07-03,July,Monday,2,2023Q3,2023
54133,B,5,95.15895337,2024-04-20 04:43:00,Debit Card,"Unit 0334 Box 8998, DPO AP 55680",Home Decor,12.17679413,417.8582176,Unit 0334 Box 8998,Unit 0334 Box 8998,AP,55680,Military/Abroad,2024-04-20,April,Saturday,4,2024Q2,2024
371600,D,9,74.47636658,2023-05-03 09:55:00,Debit Card,"PSC 0785, Box 9782, APO AA 88681",Electronics,9.952430785,603.5774197,PSC 0785,Box 9782,AA,88681,Military/Abroad,2023-05-03,May,Wednesday,9,2023Q2,2023
48731,A,8,19.14898117,2024-01-29 09:25:00,Credit Card,"Unit 9060 Box 3021, DPO AE 53326",Clothing,3.853928004,147.2879458,Unit 9060 Box 3021,Unit 9060 Box 3021,AE,53326,Military/Abroad,2024-01-29,January,Monday,9,2024Q1,2024
556943,A,2,93.36319955,2023-06-29 21:07:00,Credit Card,"Unit 7020 Box 9527, DPO AP 27620",Electronics,16.01598087,156.8203347,Unit 7020 Box 9527,Unit 7020 Box 9527,AP,27620,Military/Abroad,2023-06-29,June,Thursday,21,2023Q2,2023
492377,B,5,62.03167467,2023-09-02 11:23:00,Debit Card,"Unit 1606 Box 6887, DPO AA 94246",Electronics,14.81707509,264.2019743,Unit 1606 Box 6887,Unit 1606 Box 6887,AA,94246,Military/Abroad,2023-09-02,September,Saturday,11,2023Q3,2023
933345,A,8,78.78912224,2023-07-29 12:35:00,Credit Card,"USNS Huff, FPO AE 81197",Books,10.65779894,563.135488,USNS Huff,USNS Huff,AE,81197,Military/Abroad,2023-07-29,July,Saturday,12,2023Q3,2023
72835,A,6,52.69444847,2023-10-31 15:04:00,Credit Card,"USNV Graves, FPO AP 57045",Electronics,13.68248687,272.9072249,USNV Graves,USNV Graves,AP,57045,Military/Abroad,2023-10-31,October,Tuesday,15,2023Q4,2023
469141,A,4,87.62130269,2024-01-08 04:37:00,Credit Card,"PSC 1444, Box 3677, APO AA 54134",Electronics,0.589483427,348.4191585,PSC 1444,Box 3677,AA,54134,Military/Abroad,2024-01-08,January,Monday,4,2024Q1,2024
386866,B,4,73.46501132,2023-08-25 09:47:00,PayPal,"USNV Melendez, FPO AP 70636",Home Decor,14.1367142,252.3178905,USNV Melendez,USNV Melendez,AP,70636,Military/Abroad,2023-08-25,August,Friday,9,2023Q3,2023
816184,B,8,84.73033655,2024-02-28 06:06:00,Cash,"Unit 8019 Box 4658, DPO AA 41558",Home Decor,16.382496,566.7951404,Unit 8019 Box 4658,Unit 8019 Box 4658,AA,41558,Military/Abroad,2024-02-28,February,Wednesday,6,2024Q1,2024
840764,C,4,29.03936679,2023-08-06 07:47:00,Credit Card,"PSC 2831, Box 1482, APO AP 04090",Electronics,2.662304219,113.065002,PSC 2831,Box 1482,AP,04090,Military/Abroad,2023-08-06,August,Sunday,7,2023Q3,2023
442985,D,1,23.55132237,2023-08-09 00:48:00,Debit Card,"PSC 0437, Box 8629, APO AE 37637",Electronics,0.233052608,23.4964354,PSC 0437,Box 8629,AE,37637,Military/Abroad,2023-08-09,August,Wednesday,0,2023Q3,2023
613887,C,7,94.43277622,2023-05-30 05:39:00,PayPal,"USNV Campbell, FPO AA 27859",Home Decor,12.65732689,577.3607773,USNV Campbell,USNV Campbell,AA,27859,Military/Abroad,2023-05-30,May,Tuesday,5,2023Q2,2023
318531,B,8,70.4550897,2023-05-01 09:12:00,PayPal,"Unit 2237 Box 5407, DPO AP 16541",Clothing,5.554626198,532.3325826,Unit 2237 Box 5407,Unit 2237 Box 5407,AP,16541,Military/Abroad,2023-05-01,May,Monday,9,2023Q2,2023
5312,A,2,92.73174638,2023-06-18 11:15:00,Credit Card,"USS Warren, FPO AE 21245",Electronics,18.37111972,151.3917725,USS Warren,USS Warren,AE,21245,Military/Abroad,2023-06-18,June,Sunday,11,2023Q2,2023
624359,B,9,86.38487554,2023-08-26 14:00:00,Cash,"USNS Esparza, FPO AP 76246",Electronics,9.295976339,705.1910216,USNS Esparza,USNS Esparza,AP,76246,Military/Abroad,2023-08-26,August,Saturday,14,2023Q3,2023
375547,A,9,80.23248626,2024-02-22 12:41:00,Debit Card,"Unit 3077 Box 8668, DPO AP 04808",Electronics,10.75807741,644.4091195,Unit 3077 Box 8668,Unit 3077 Box 8668,AP,04808,Military/Abroad,2024-02-22,February,Thursday,12,2024Q1,2024
781316,A,5,51.5842175,2023-12-08 13:55:00,Credit Card,"USCGC Murphy, FPO AE 66793",Electronics,9.071952818,234.5226081,USCGC Murphy,USCGC Murphy,AE,66793,Military/Abroad,2023-12-08,December,Friday,13,2023Q4,2023
158589,B,3,55.89461015,2023-11-30 23:17:00,PayPal,"PSC 4924, Box 2646, APO AA 55974",Home Decor,17.07972422,139.0438947,PSC 4924,Box 2646,AA,55974,Military/Abroad,2023-11-30,November,Thursday,23,2023Q4,2023
846283,A,9,97.94270236,2023-06-19 06:54:00,Cash,"Unit 5991 Box 7366, DPO AA 06306",Electronics,18.91763065,714.7283731,Unit 5991 Box 7366,Unit 5991 Box 7366,AA,06306,Military/Abroad,2023-06-19,June,Monday,6,2023Q2,2023
227783,B,5,34.25467542,2023-10-01 21:47:00,Debit Card,"PSC 0444, Box 5597, APO AP 30623",Electronics,16.06893763,143.751565,PSC 0444,Box 5597,AP,30623,Military/Abroad,2023-10-01,October,Sunday,21,2023Q4,2023
219391,A,7,74.18980463,2023-07-13 15:33:00,Cash,"Unit 3262 Box 0511, DPO AA 86786",Clothing,12.95707534,452.0388303,Unit 3262 Box 0511,Unit 3262 Box 0511,AA,86786,Military/Abroad,2023-07-13,July,Thursday,15,2023Q3,2023
166530,C,9,32.8857297,2024-03-13 16:21:00,Cash,"PSC 4285, Box 3243, APO AP 87042",Home Decor,15.82568912,249.1320272,PSC 4285,Box 3243,AP,87042,Military/Abroad,2024-03-13,March,Wednesday,16,2024Q1,2024
852035,B,3,36.96861123,2023-12-05 03:35:00,Debit Card,"USNS Dunn, FPO AP 21485",Clothing,10.22094581,99.57020854,USNS Dunn,USNS Dunn,AP,21485,Military/Abroad,2023-12-05,December,Tuesday,3,2023Q4,2023
601286,A,2,27.42952857,2023-08-09 20:13:00,Credit Card,"USNS Hamilton, FPO AE 55461",Home Decor,16.13164304,46.00938986,USNS Hamilton,USNS Hamilton,AE,55461,Military/Abroad,2023-08-09,August,Wednesday,20,2023Q3,2023
442857,D,8,15.93836603,2024-02-24 21:50:00,Cash,"USS Johnson, FPO AE 95696",Home Decor,2.588291481,124.2066773,USS Johnson,USS Johnson,AE,95696,Military/Abroad,2024-02-24,February,Saturday,21,2024Q1,2024
733319,B,7,92.04173098,2023-07-28 02:05:00,PayPal,"USNV Sanchez, FPO AA 47955",Electronics,13.61790667,556.5530177,USNV Sanchez,USNV Sanchez,AA,47955,Military/Abroad,2023-07-28,July,Friday,2,2023Q3,2023
418879,B,4,58.67208155,2023-04-30 22:08:00,PayPal,"USCGC Murray, FPO AP 78322",Home Decor,1.380146439,231.4492836,USCGC Murray,USCGC Murray,AP,78322,Military/Abroad,2023-04-30,April,Sunday,22,2023Q2,2023
401163,D,9,41.93068909,2023-07-22 01:06:00,Debit Card,"Unit 8116 Box 8647, DPO AP 38380",Clothing,8.559880365,345.0732504,Unit 8116 Box 8647,Unit 8116 Box 8647,AP,38380,Military/Abroad,2023-07-22,July,Saturday,1,2023Q3,2023
932650,C,8,37.20449901,2023-07-01 06:39:00,Debit Card,"USS Brown, FPO AE 83603",Electronics,0.089362192,297.370018,USS Brown,USS Brown,AE,83603,Military/Abroad,2023-07-01,July,Saturday,6,2023Q3,2023
946215,A,9,25.30803374,2024-01-03 17:12:00,Cash,"Unit 5756 Box 5923, DPO AE 18414",Electronics,5.493135423,215.2604626,Unit 5756 Box 5923,Unit 5756 Box 5923,AE,18414,Military/Abroad,2024-01-03,January,Wednesday,17,2024Q1,2024
689633,C,6,83.69071869,2023-08-03 01:38:00,Cash,"USNV Davis, FPO AP 83726",Clothing,12.22323687,440.7660234,USNV Davis,USNV Davis,AP,83726,Military/Abroad,2023-08-03,August,Thursday,1,2023Q3,2023
579127,A,2,43.56437727,2024-04-16 12:29:00,Credit Card,"PSC 9986, Box 3104, APO AP 94305",Books,3.161408618,84.37425858,PSC 9986,Box 3104,AP,94305,Military/Abroad,2024-04-16,April,Tuesday,12,2024Q2,2024
4346,D,9,60.14508699,2023-06-19 11:54:00,Credit Card,"PSC 0215, Box 4183, APO AE 31759",Clothing,14.08777303,465.0478528,PSC 0215,Box 4183,AE,31759,Military/Abroad,2023-06-19,June,Monday,11,2023Q2,2023
724877,D,2,25.67334869,2024-01-01 09:15:00,PayPal,"USCGC White, FPO AP 90394",Electronics,15.42110781,43.42846782,USCGC White,USCGC White,AP,90394,Military/Abroad,2024-01-01,January,Monday,9,2024Q1,2024
268949,C,9,78.84641404,2023-11-21 15:28:00,Credit Card,"Unit 0873 Box 6337, DPO AP 72192",Clothing,8.590821935,648.6557311,Unit 0873 Box 6337,Unit 0873 Box 6337,AP,72192,Military/Abroad,2023-11-21,November,Tuesday,15,2023Q4,2023
420084,B,1,82.0458399,2024-01-16 14:12:00,Credit Card,"Unit 4775 Box 6153, DPO AE 71702",Electronics,8.932546973,74.71705671,Unit 4775 Box 6153,Unit 4775 Box 6153,AE,71702,Military/Abroad,2024-01-16,January,Tuesday,14,2024Q1,2024
476132,A,1,17.45836417,2023-12-30 23:30:00,Cash,"PSC 4290, Box 3749, APO AP 39230",Books,8.72133389,15.93576194,PSC 4290,Box 3749,AP,39230,Military/Abroad,2023-12-30,December,Saturday,23,2023Q4,2023
541324,C,1,78.83546042,2023-08-03 05:06:00,PayPal,"USCGC Dunn, FPO AP 73708",Electronics,17.93847319,64.69358248,USCGC Dunn,USCGC Dunn,AP,73708,Military/Abroad,2023-08-03,August,Thursday,5,2023Q3,2023
734787,C,9,16.29630551,2024-03-03 08:51:00,Credit Card,"Unit 8332 Box 2781, DPO AA 31377",Electronics,15.2402102,124.3144287,Unit 8332 Box 2781,Unit 8332 Box 2781,AA,31377,Military/Abroad,2024-03-03,March,Sunday,8,2024Q1,2024
195804,D,4,96.44784307,2024-04-07 06:10:00,Credit Card,"USCGC Gonzalez, FPO AA 60493",Clothing,18.5170988,314.3540027,USCGC Gonzalez,USCGC Gonzalez,AA,60493,Military/Abroad,2024-04-07,April,Sunday,6,2024Q2,2024
423466,C,2,99.56044204,2023-06-26 11:24:00,Credit Card,"Unit 2331 Box 3357, DPO AE 10295",Books,6.423187448,186.3309765,Unit 2331 Box 3357,Unit 2331 Box 3357,AE,10295,Military/Abroad,2023-06-26,June,Monday,11,2023Q2,2023
887348,B,7,36.56638087,2024-01-21 19:02:00,Debit Card,"Unit 3018 Box 4266, DPO AE 73604",Clothing,1.527621702,252.0544943,Unit 3018 Box 4266,Unit 3018 Box 4266,AE,73604,Military/Abroad,2024-01-21,January,Sunday,19,2024Q1,2024
368640,D,6,70.8141444,2023-11-10 09:17:00,Cash,"Unit 7467 Box 2697, DPO AE 55069",Clothing,7.809454658,391.7036754,Unit 7467 Box 2697,Unit 7467 Box 2697,AE,55069,Military/Abroad,2023-11-10,November,Friday,9,2023Q4,2023
410912,D,1,58.18732458,2023-08-18 06:22:00,Debit Card,"Unit 5083 Box 7197, DPO AA 58416",Electronics,14.6419811,49.66754752,Unit 5083 Box 7197,Unit 5083 Box 7197,AA,58416,Military/Abroad,2023-08-18,August,Friday,6,2023Q3,2023
675100,D,8,22.92050295,2024-01-20 07:56:00,Debit Card,"USNS Rhodes, FPO AP 02025",Books,18.39266622,149.6384907,USNS Rhodes,USNS Rhodes,AP,02025,Military/Abroad,2024-01-20,January,Saturday,7,2024Q1,2024
